,Postcode Code,Postcode Name,Local Government Area,PHU,LHD,state_name
1310,2350,Jeogla,Armidale Regional,Tamworth,Hunter New England,New South Wales
1311,2350,East Armidale,Armidale Regional,Tamworth,Hunter New England,New South Wales
1312,2350,Hillgrove,Armidale Regional,Tamworth,Hunter New England,New South Wales
1313,2350,Dangarsleigh,Armidale Regional,Tamworth,Hunter New England,New South Wales
1314,2350,Lyndhurst,Armidale Regional,Tamworth,Hunter New England,New South Wales
1315,2350,Castle Doyle,Armidale Regional,Tamworth,Hunter New England,New South Wales
1316,2350,Duval,Armidale Regional,Tamworth,Hunter New England,New South Wales
1317,2350,Tilbuster,Armidale Regional,Tamworth,Hunter New England,New South Wales
1318,2350,Abington,Armidale Regional,Tamworth,Hunter New England,New South Wales
1319,2350,Dumaresq,Armidale Regional,Tamworth,Hunter New England,New South Wales
1320,2350,Aberfoyle,Armidale Regional,Tamworth,Hunter New England,New South Wales
1321,2350,Boorolong,Armidale Regional,Tamworth,Hunter New England,New South Wales
1322,2350,Saumarez,Armidale Regional,Tamworth,Hunter New England,New South Wales
1323,2350,Wongwibinda,Armidale Regional,Tamworth,Hunter New England,New South Wales
1324,2352,Limbri,Tamworth Regional,Tamworth,Hunter New England,New South Wales
1325,2352,Mulla Creek,Tamworth Regional,Tamworth,Hunter New England,New South Wales
1326,2352,Kootingal,Tamworth Regional,Tamworth,Hunter New England,New South Wales
1327,2352,Tintinhull,Tamworth Regional,Tamworth,Hunter New England,New South Wales
1328,2353,Moonbi,Tamworth Regional,Tamworth,Hunter New England,New South Wales
1329,2354,Wollun,Walcha,Tamworth,Hunter New England,New South Wales
1330,2354,Walcha Road,Walcha,Tamworth,Hunter New England,New South Wales
1331,2354,Yarrowitch,Walcha,Tamworth,Hunter New England,New South Wales
1332,2354,Nowendoc,Walcha,Tamworth,Hunter New England,New South Wales
1333,2354,Kentucky South,Walcha,Tamworth,Hunter New England,New South Wales
1334,2354,Kentucky,Walcha,Tamworth,Hunter New England,New South Wales
1335,2354,Niangala,Walcha,Tamworth,Hunter New England,New South Wales
1336,2354,Woolbrook,Walcha,Tamworth,Hunter New England,New South Wales
1337,2354,Walcha,Walcha,Tamworth,Hunter New England,New South Wales
1338,2355,Watsons Creek,Tamworth Regional,Tamworth,Hunter New England,New South Wales
1339,2355,Retreat,Tamworth Regional,Tamworth,Hunter New England,New South Wales
1340,2355,Bendemeer,Tamworth Regional,Tamworth,Hunter New England,New South Wales
1341,2356,Gwabegar,Narrabri,Tamworth,Hunter New England,New South Wales
1342,2357,Bomera,Warrumbungle Shire,Dubbo,Western NSW,New South Wales
1343,2357,Bugaldie,Warrumbungle Shire,Dubbo,Western NSW,New South Wales
1344,2357,Tannabar,Warrumbungle Shire,Dubbo,Western NSW,New South Wales
1345,2357,Dandry,Warrumbungle Shire,Dubbo,Western NSW,New South Wales
1346,2357,Box Ridge,Warrumbungle Shire,Dubbo,Western NSW,New South Wales
1347,2357,Rocky Glen,Warrumbungle Shire,Dubbo,Western NSW,New South Wales
1348,2357,Wattle Springs,Warrumbungle Shire,Dubbo,Western NSW,New South Wales
1349,2357,Gowang,Warrumbungle Shire,Dubbo,Western NSW,New South Wales
1350,2357,Ulamambri,Warrumbungle Shire,Dubbo,Western NSW,New South Wales
1351,2357,Coonabarabran,Warrumbungle Shire,Dubbo,Western NSW,New South Wales
1352,2357,Purlewaugh,Warrumbungle Shire,Dubbo,Western NSW,New South Wales
1353,2358,Kingstown,Uralla,Tamworth,Hunter New England,New South Wales
1354,2358,Mihi,Uralla,Tamworth,Hunter New England,New South Wales
1355,2358,Salisbury Plains,Uralla,Tamworth,Hunter New England,New South Wales
1356,2358,Balala,Uralla,Tamworth,Hunter New England,New South Wales
1357,2358,Torryburn,Uralla,Tamworth,Hunter New England,New South Wales
1358,2358,Enmore,Uralla,Tamworth,Hunter New England,New South Wales
1359,2358,Yarrowyck,Uralla,Tamworth,Hunter New England,New South Wales
1360,2358,Arding,Uralla,Tamworth,Hunter New England,New South Wales
1361,2358,Gostwyck,Uralla,Tamworth,Hunter New England,New South Wales
1362,2358,Uralla,Uralla,Tamworth,Hunter New England,New South Wales
1363,2358,Rocky River,Uralla,Tamworth,Hunter New England,New South Wales
1364,2359,Aberdeen,Uralla,Tamworth,Hunter New England,New South Wales
1365,2359,Camerons Creek,Uralla,Tamworth,Hunter New England,New South Wales
1366,2359,Bakers Creek,Uralla,Tamworth,Hunter New England,New South Wales
1367,2359,Bundarra,Uralla,Tamworth,Hunter New England,New South Wales
1368,2360,Graman,Inverell,Tamworth,Hunter New England,New South Wales
1369,2360,Gum Flat,Inverell,Tamworth,Hunter New England,New South Wales
1370,2360,Elsmore,Inverell,Tamworth,Hunter New England,New South Wales
1371,2360,Paradise,Inverell,Tamworth,Hunter New England,New South Wales
1372,2360,Newstead,Inverell,Tamworth,Hunter New England,New South Wales
1373,2360,Kings Plains,Inverell,Tamworth,Hunter New England,New South Wales
1374,2360,Oakwood,Inverell,Tamworth,Hunter New England,New South Wales
1375,2360,Wallangra,Inverell,Tamworth,Hunter New England,New South Wales
1376,2360,Woodstock,Inverell,Tamworth,Hunter New England,New South Wales
1377,2360,Long Plain,Inverell,Tamworth,Hunter New England,New South Wales
1378,2360,Brodies Plains,Inverell,Tamworth,Hunter New England,New South Wales
1379,2360,Nullamanna,Inverell,Tamworth,Hunter New England,New South Wales
1380,2360,Gilgai,Inverell,Tamworth,Hunter New England,New South Wales
1381,2360,Spring Mountain,Inverell,Tamworth,Hunter New England,New South Wales
1382,2360,Bukkulla,Inverell,Tamworth,Hunter New England,New South Wales
1383,2360,Inverell,Inverell,Tamworth,Hunter New England,New South Wales
1384,2360,Swanbrook,Inverell,Tamworth,Hunter New England,New South Wales
1385,2360,Sapphire,Inverell,Tamworth,Hunter New England,New South Wales
1386,2360,Stanborough,Inverell,Tamworth,Hunter New England,New South Wales
1387,2360,Cherry Tree Hill,Inverell,Tamworth,Hunter New England,New South Wales
1388,2360,Rob Roy,Inverell,Tamworth,Hunter New England,New South Wales
1389,2360,Auburn Vale,Inverell,Tamworth,Hunter New England,New South Wales
1390,2360,Little Plain,Inverell,Tamworth,Hunter New England,New South Wales
1391,2360,Mount Russell,Inverell,Tamworth,Hunter New England,New South Wales
1392,2360,Copeton,Inverell,Tamworth,Hunter New England,New South Wales
1393,2360,Wandera,Inverell,Tamworth,Hunter New England,New South Wales
1394,2360,Howell,Inverell,Tamworth,Hunter New England,New South Wales
1395,2361,Pindaroi,Inverell,Tamworth,Hunter New England,New South Wales
1396,2361,Bonshaw,Inverell,Tamworth,Hunter New England,New South Wales
1397,2361,Ashford,Inverell,Tamworth,Hunter New England,New South Wales
1398,2361,Atholwood,Inverell,Tamworth,Hunter New England,New South Wales
1399,2361,Limestone,Inverell,Tamworth,Hunter New England,New South Wales
1400,2365,Bassendean,Armidale Regional,Tamworth,Hunter New England,New South Wales
1401,2365,Briarbrook,Armidale Regional,Tamworth,Hunter New England,New South Wales
1402,2365,Green Hills,Armidale Regional,Tamworth,Hunter New England,New South Wales
1403,2365,Tenterden,Armidale Regional,Tamworth,Hunter New England,New South Wales
1404,2365,Backwater,Armidale Regional,Tamworth,Hunter New England,New South Wales
1405,2365,South Guyra,Armidale Regional,Tamworth,Hunter New England,New South Wales
1406,2365,Maybole,Armidale Regional,Tamworth,Hunter New England,New South Wales
1407,2365,Wandsworth,Armidale Regional,Tamworth,Hunter New England,New South Wales
1408,2365,Mount Mitchell,Armidale Regional,Tamworth,Hunter New England,New South Wales
1409,2365,Bald Blair,Armidale Regional,Tamworth,Hunter New England,New South Wales
1410,2365,Baldersleigh,Armidale Regional,Tamworth,Hunter New England,New South Wales
1411,2365,Black Mountain,Armidale Regional,Tamworth,Hunter New England,New South Wales
1412,2365,Falconer,Armidale Regional,Tamworth,Hunter New England,New South Wales
1413,2365,The Gulf,Armidale Regional,Tamworth,Hunter New England,New South Wales
1414,2365,Guyra,Armidale Regional,Tamworth,Hunter New England,New South Wales
1415,2365,Georges Creek,Armidale Regional,Tamworth,Hunter New England,New South Wales
1416,2365,Ben Lomond,Armidale Regional,Tamworth,Hunter New England,New South Wales
1417,2365,Brockley,Armidale Regional,Tamworth,Hunter New England,New South Wales
1418,2365,Glencoe,Armidale Regional,Tamworth,Hunter New England,New South Wales
1419,2365,Tubbamurra,Armidale Regional,Tamworth,Hunter New England,New South Wales
1420,2365,Brushy Creek,Armidale Regional,Tamworth,Hunter New England,New South Wales
1421,2365,Oban,Armidale Regional,Tamworth,Hunter New England,New South Wales
1422,2365,Glen Nevis,Armidale Regional,Tamworth,Hunter New England,New South Wales
1423,2365,Llangothlin,Armidale Regional,Tamworth,Hunter New England,New South Wales
1424,2365,The Basin,Armidale Regional,Tamworth,Hunter New England,New South Wales
1425,2365,New Valley,Armidale Regional,Tamworth,Hunter New England,New South Wales
1426,2369,Old Mill,Armidale Regional,Tamworth,Hunter New England,New South Wales
1427,2369,Stannifer,Armidale Regional,Tamworth,Hunter New England,New South Wales
1428,2369,Tingha,Armidale Regional,Tamworth,Hunter New England,New South Wales
1429,2370,Yarrowford,Glen Innes Severn,Tamworth,Hunter New England,New South Wales
1430,2370,Kookabookra,Glen Innes Severn,Tamworth,Hunter New England,New South Wales
1431,2370,Moogem,Glen Innes Severn,Tamworth,Hunter New England,New South Wales
1432,2370,Rangers Valley,Glen Innes Severn,Tamworth,Hunter New England,New South Wales
1433,2370,Red Range,Glen Innes Severn,Tamworth,Hunter New England,New South Wales
1434,2370,Lambs Valley,Glen Innes Severn,Tamworth,Hunter New England,New South Wales
1435,2370,Newton Boyd,Glen Innes Severn,Tamworth,Hunter New England,New South Wales
1436,2370,Gibraltar Range,Glen Innes Severn,Tamworth,Hunter New England,New South Wales
1437,2370,Swan Vale,Glen Innes Severn,Tamworth,Hunter New England,New South Wales
1438,2370,Bald Nob,Glen Innes Severn,Tamworth,Hunter New England,New South Wales
1439,2370,Matheson,Glen Innes Severn,Tamworth,Hunter New England,New South Wales
1440,2370,Furracabad,Glen Innes Severn,Tamworth,Hunter New England,New South Wales
1441,2370,Kingsgate,Glen Innes Severn,Tamworth,Hunter New England,New South Wales
1442,2370,Reddestone,Glen Innes Severn,Tamworth,Hunter New England,New South Wales
1443,2370,Diehard,Glen Innes Severn,Tamworth,Hunter New England,New South Wales
1444,2370,Stonehenge,Glen Innes Severn,Tamworth,Hunter New England,New South Wales
1445,2370,Kingsland,Glen Innes Severn,Tamworth,Hunter New England,New South Wales
1446,2370,Glen Elgin,Glen Innes Severn,Tamworth,Hunter New England,New South Wales
1447,2370,Morven,Glen Innes Severn,Tamworth,Hunter New England,New South Wales
1448,2370,Dundee,Glen Innes Severn,Tamworth,Hunter New England,New South Wales
1449,2370,Wellingrove,Glen Innes Severn,Tamworth,Hunter New England,New South Wales
1450,2370,Glen Innes,Glen Innes Severn,Tamworth,Hunter New England,New South Wales
1451,2370,Moggs Swamp,Glen Innes Severn,Tamworth,Hunter New England,New South Wales
1452,2370,Shannon Vale,Glen Innes Severn,Tamworth,Hunter New England,New South Wales
1453,2370,Pinkett,Glen Innes Severn,Tamworth,Hunter New England,New South Wales
1454,2371,Torrington,Glen Innes Severn,Tamworth,Hunter New England,New South Wales
1455,2371,Wellington Vale,Glen Innes Severn,Tamworth,Hunter New England,New South Wales
1456,2371,Deepwater,Glen Innes Severn,Tamworth,Hunter New England,New South Wales
1457,2371,Emmaville,Glen Innes Severn,Tamworth,Hunter New England,New South Wales
1458,2371,Capoompeta,Glen Innes Severn,Tamworth,Hunter New England,New South Wales
1459,2371,Yellow Dam,Glen Innes Severn,Tamworth,Hunter New England,New South Wales
1460,2371,Rocky Creek,Glen Innes Severn,Tamworth,Hunter New England,New South Wales
1461,2371,Stannum,Glen Innes Severn,Tamworth,Hunter New England,New South Wales
1462,2372,Cullendore,Tenterfield,Tamworth,Hunter New England,New South Wales
1463,2372,Mole River,Tenterfield,Tamworth,Hunter New England,New South Wales
1464,2372,Carrolls Creek,Tenterfield,Tamworth,Hunter New England,New South Wales
1465,2372,Bungulla,Tenterfield,Tamworth,Hunter New England,New South Wales
1466,2372,Tenterfield,Tenterfield,Tamworth,Hunter New England,New South Wales
1467,2372,Bookookoorara,Tenterfield,Tamworth,Hunter New England,New South Wales
1468,2372,Timbarra,Tenterfield,Tamworth,Hunter New England,New South Wales
1469,2372,Forest Land,Tenterfield,Tamworth,Hunter New England,New South Wales
1470,2372,Wylie Creek,Tenterfield,Tamworth,Hunter New England,New South Wales
1471,2372,Dumaresq Valley,Tenterfield,Tamworth,Hunter New England,New South Wales
1472,2372,Willsons Downfall,Tenterfield,Tamworth,Hunter New England,New South Wales
1473,2372,Rivertree,Tenterfield,Tamworth,Hunter New England,New South Wales
1474,2372,Silent Grove,Tenterfield,Tamworth,Hunter New England,New South Wales
1475,2372,Boonoo Boonoo,Tenterfield,Tamworth,Hunter New England,New South Wales
1476,2372,Liston,Tenterfield,Tamworth,Hunter New England,New South Wales
1477,2372,Bolivia,Tenterfield,Tamworth,Hunter New England,New South Wales
1478,2372,Sandy Hill,Tenterfield,Tamworth,Hunter New England,New South Wales
1479,2372,Woodside,Tenterfield,Tamworth,Hunter New England,New South Wales
1480,2372,Rocky River,Tenterfield,Tamworth,Hunter New England,New South Wales
1481,2372,Tarban,Tenterfield,Tamworth,Hunter New England,New South Wales
1482,2372,Black Swamp,Tenterfield,Tamworth,Hunter New England,New South Wales
1483,2372,Sandy Flat,Tenterfield,Tamworth,Hunter New England,New South Wales
1484,2372,Boorook,Tenterfield,Tamworth,Hunter New England,New South Wales
1485,2372,Back Creek,Tenterfield,Tamworth,Hunter New England,New South Wales
1486,2372,Cullendore,Tenterfield,Tamworth,Hunter New England,New South Wales
1487,2372,Mole River,Tenterfield,Tamworth,Hunter New England,New South Wales
1488,2372,Carrolls Creek,Tenterfield,Tamworth,Hunter New England,New South Wales
1489,2372,Bungulla,Tenterfield,Tamworth,Hunter New England,New South Wales
1490,2372,Tenterfield,Tenterfield,Tamworth,Hunter New England,New South Wales
1491,2372,Bookookoorara,Tenterfield,Tamworth,Hunter New England,New South Wales
1492,2372,Timbarra,Tenterfield,Tamworth,Hunter New England,New South Wales
1493,2372,Forest Land,Tenterfield,Tamworth,Hunter New England,New South Wales
1494,2372,Wylie Creek,Tenterfield,Tamworth,Hunter New England,New South Wales
1495,2372,Dumaresq Valley,Tenterfield,Tamworth,Hunter New England,New South Wales
1496,2372,Willsons Downfall,Tenterfield,Tamworth,Hunter New England,New South Wales
1497,2372,Rivertree,Tenterfield,Tamworth,Hunter New England,New South Wales
1498,2372,Silent Grove,Tenterfield,Tamworth,Hunter New England,New South Wales
1499,2372,Boonoo Boonoo,Tenterfield,Tamworth,Hunter New England,New South Wales
1500,2372,Liston,Tenterfield,Tamworth,Hunter New England,New South Wales
1501,2372,Bolivia,Tenterfield,Tamworth,Hunter New England,New South Wales
1502,2372,Sandy Hill,Tenterfield,Tamworth,Hunter New England,New South Wales
1503,2372,Woodside,Tenterfield,Tamworth,Hunter New England,New South Wales
1504,2372,Rocky River,Tenterfield,Tamworth,Hunter New England,New South Wales
1505,2372,Tarban,Tenterfield,Tamworth,Hunter New England,New South Wales
1506,2372,Black Swamp,Tenterfield,Tamworth,Hunter New England,New South Wales
1507,2372,Sandy Flat,Tenterfield,Tamworth,Hunter New England,New South Wales
1508,2372,Boorook,Tenterfield,Tamworth,Hunter New England,New South Wales
1509,2372,Back Creek,Tenterfield,Tamworth,Hunter New England,New South Wales
1510,2372,Cullendore,Tenterfield,Tamworth,Hunter New England,New South Wales
1511,2372,Mole River,Tenterfield,Tamworth,Hunter New England,New South Wales
1512,2372,Carrolls Creek,Tenterfield,Tamworth,Hunter New England,New South Wales
1513,2372,Bungulla,Tenterfield,Tamworth,Hunter New England,New South Wales
1514,2372,Tenterfield,Tenterfield,Tamworth,Hunter New England,New South Wales
1515,2372,Bookookoorara,Tenterfield,Tamworth,Hunter New England,New South Wales
1516,2372,Timbarra,Tenterfield,Tamworth,Hunter New England,New South Wales
1517,2372,Forest Land,Tenterfield,Tamworth,Hunter New England,New South Wales
1518,2372,Wylie Creek,Tenterfield,Tamworth,Hunter New England,New South Wales
1519,2372,Dumaresq Valley,Tenterfield,Tamworth,Hunter New England,New South Wales
1520,2372,Willsons Downfall,Tenterfield,Tamworth,Hunter New England,New South Wales
1521,2372,Rivertree,Tenterfield,Tamworth,Hunter New England,New South Wales
1522,2372,Silent Grove,Tenterfield,Tamworth,Hunter New England,New South Wales
1523,2372,Boonoo Boonoo,Tenterfield,Tamworth,Hunter New England,New South Wales
1524,2372,Liston,Tenterfield,Tamworth,Hunter New England,New South Wales
1525,2372,Bolivia,Tenterfield,Tamworth,Hunter New England,New South Wales
1526,2372,Sandy Hill,Tenterfield,Tamworth,Hunter New England,New South Wales
1527,2372,Woodside,Tenterfield,Tamworth,Hunter New England,New South Wales
1528,2372,Rocky River,Tenterfield,Tamworth,Hunter New England,New South Wales
1529,2372,Tarban,Tenterfield,Tamworth,Hunter New England,New South Wales
1530,2372,Black Swamp,Tenterfield,Tamworth,Hunter New England,New South Wales
1531,2372,Sandy Flat,Tenterfield,Tamworth,Hunter New England,New South Wales
1532,2372,Boorook,Tenterfield,Tamworth,Hunter New England,New South Wales
1533,2372,Back Creek,Tenterfield,Tamworth,Hunter New England,New South Wales
1534,2379,Goolhi,Warrumbungle Shire,Tamworth,Hunter New England,New South Wales
1535,2379,Mullaley,Warrumbungle Shire,Tamworth,Hunter New England,New South Wales
1536,2379,Napier Lane,Warrumbungle Shire,Tamworth,Hunter New England,New South Wales
1537,2379,Nombi,Warrumbungle Shire,Tamworth,Hunter New England,New South Wales
1538,2380,Blue Vale,Gunnedah,Tamworth,Hunter New England,New South Wales
1539,2380,Burburgate,Gunnedah,Tamworth,Hunter New England,New South Wales
1540,2380,Gunnedah,Gunnedah,Tamworth,Hunter New England,New South Wales
1541,2380,Marys Mount,Gunnedah,Tamworth,Hunter New England,New South Wales
1542,2380,Milroy,Gunnedah,Tamworth,Hunter New England,New South Wales
1543,2380,Orange Grove,Gunnedah,Tamworth,Hunter New England,New South Wales
1544,2380,Rangari,Gunnedah,Tamworth,Hunter New England,New South Wales
1545,2380,Ghoolendaadi,Gunnedah,Tamworth,Hunter New England,New South Wales
1546,2380,Coocooboonah,Gunnedah,Tamworth,Hunter New England,New South Wales
1547,2380,Emerald Hill,Gunnedah,Tamworth,Hunter New England,New South Wales
1548,2380,Kelvin,Gunnedah,Tamworth,Hunter New England,New South Wales
1549,2381,Curlewis,Gunnedah,Tamworth,Hunter New England,New South Wales
1550,2381,Pullaming,Gunnedah,Tamworth,Hunter New England,New South Wales
1551,2381,Breeza,Gunnedah,Tamworth,Hunter New England,New South Wales
1552,2381,Tambar Springs,Gunnedah,Tamworth,Hunter New England,New South Wales
1553,2381,Premer,Gunnedah,Tamworth,Hunter New England,New South Wales
1554,2382,Willala,Narrabri,Tamworth,Hunter New England,New South Wales
1555,2382,Wean,Narrabri,Tamworth,Hunter New England,New South Wales
1556,2382,Maules Creek,Narrabri,Tamworth,Hunter New England,New South Wales
1557,2382,Boggabri,Narrabri,Tamworth,Hunter New England,New South Wales
1558,2386,Drildool,Walgett,Tamworth,Hunter New England,New South Wales
1559,2386,Burren Junction,Walgett,Tamworth,Hunter New England,New South Wales
1560,2386,Nowley,Walgett,Tamworth,Hunter New England,New South Wales
1561,2387,Bulyeroi,Walgett,Tamworth,Hunter New England,New South Wales
1562,2387,Rowena,Walgett,Tamworth,Hunter New England,New South Wales
1563,2388,The Pilliga,Narrabri,Tamworth,Hunter New England,New South Wales
1564,2388,Pilliga,Narrabri,Tamworth,Hunter New England,New South Wales
1565,2388,Wee Waa,Narrabri,Tamworth,Hunter New England,New South Wales
1566,2388,Spring Plains,Narrabri,Tamworth,Hunter New England,New South Wales
1567,2388,Yarrie Lake,Narrabri,Tamworth,Hunter New England,New South Wales
1568,2388,Cuttabri,Narrabri,Tamworth,Hunter New England,New South Wales
1569,2388,Merah North,Narrabri,Tamworth,Hunter New England,New South Wales
1570,2388,Boolcarroll,Narrabri,Tamworth,Hunter New England,New South Wales
1571,2390,Rocky Creek,Narrabri,Tamworth,Hunter New England,New South Wales
1572,2390,Back Creek,Narrabri,Tamworth,Hunter New England,New South Wales
1573,2390,Couradda,Narrabri,Tamworth,Hunter New England,New South Wales
1574,2390,Bullawa Creek,Narrabri,Tamworth,Hunter New England,New South Wales
1575,2390,Baan Baa,Narrabri,Tamworth,Hunter New England,New South Wales
1576,2390,Berrigal,Narrabri,Tamworth,Hunter New England,New South Wales
1577,2390,Turrawan,Narrabri,Tamworth,Hunter New England,New South Wales
1578,2390,Harparary,Narrabri,Tamworth,Hunter New England,New South Wales
1579,2390,Edgeroi,Narrabri,Tamworth,Hunter New England,New South Wales
1580,2390,Eulah Creek,Narrabri,Tamworth,Hunter New England,New South Wales
1581,2390,Kaputar,Narrabri,Tamworth,Hunter New England,New South Wales
1582,2390,Jacks Creek,Narrabri,Tamworth,Hunter New England,New South Wales
1583,2390,Narrabri West,Narrabri,Tamworth,Hunter New England,New South Wales
1584,2390,Tarriaro,Narrabri,Tamworth,Hunter New England,New South Wales
1585,2390,Narrabri,Narrabri,Tamworth,Hunter New England,New South Wales
1586,2390,Bohena Creek,Narrabri,Tamworth,Hunter New England,New South Wales
1587,2395,Ropers Road,Warrumbungle Shire,Dubbo,Western NSW,New South Wales
1588,2395,Binnaway,Warrumbungle Shire,Dubbo,Western NSW,New South Wales
1589,2395,Weetaliba,Warrumbungle Shire,Dubbo,Western NSW,New South Wales
1590,2396,Barwon,Warrumbungle Shire,Dubbo,Western NSW,New South Wales
1591,2396,Goorianawa,Warrumbungle Shire,Dubbo,Western NSW,New South Wales
1592,2396,Kenebri,Warrumbungle Shire,Dubbo,Western NSW,New South Wales
1593,2396,Baradine,Warrumbungle Shire,Dubbo,Western NSW,New South Wales
1594,2397,Jews Lagoon,Narrabri,Tamworth,Hunter New England,New South Wales
1595,2397,Millie,Narrabri,Tamworth,Hunter New England,New South Wales
1596,2397,Bellata,Narrabri,Tamworth,Hunter New England,New South Wales
1597,2398,Gurley,Moree Plains,Tamworth,Hunter New England,New South Wales
1598,2399,Pallamallawa,Moree Plains,Tamworth,Hunter New England,New South Wales
1599,2399,Biniguy,Moree Plains,Tamworth,Hunter New England,New South Wales
1600,2400,Bullarah,Moree Plains,Tamworth,Hunter New England,New South Wales
1601,2400,Terry Hie Hie,Moree Plains,Tamworth,Hunter New England,New South Wales
1602,2400,Moree East,Moree Plains,Tamworth,Hunter New England,New South Wales
1603,2400,Moree,Moree Plains,Tamworth,Hunter New England,New South Wales
1604,2400,Crooble,Moree Plains,Tamworth,Hunter New England,New South Wales
1605,2400,Tulloona,Moree Plains,Tamworth,Hunter New England,New South Wales
1606,2400,Mallowa,Moree Plains,Tamworth,Hunter New England,New South Wales
1607,2400,Ashley,Moree Plains,Tamworth,Hunter New England,New South Wales
1608,2401,Gravesend,Gwydir,Tamworth,Hunter New England,New South Wales
1609,2402,Coolatai,Gwydir,Tamworth,Hunter New England,New South Wales
1610,2402,Warialda,Gwydir,Tamworth,Hunter New England,New South Wales
1611,2402,Warialda Rail,Gwydir,Tamworth,Hunter New England,New South Wales
1612,2403,Balfours Peak,Inverell,Tamworth,Hunter New England,New South Wales
1613,2403,Gragin,Inverell,Tamworth,Hunter New England,New South Wales
1614,2403,Delungra,Inverell,Tamworth,Hunter New England,New South Wales
1615,2403,Myall Creek,Inverell,Tamworth,Hunter New England,New South Wales
1616,2403,Koloona,Inverell,Tamworth,Hunter New England,New South Wales
1617,2404,Bingara,Gwydir,Tamworth,Hunter New England,New South Wales
1618,2404,Elcombe,Gwydir,Tamworth,Hunter New England,New South Wales
1619,2404,Keera,Gwydir,Tamworth,Hunter New England,New South Wales
1620,2404,Gineroi,Gwydir,Tamworth,Hunter New England,New South Wales
1621,2404,Bangheet,Gwydir,Tamworth,Hunter New England,New South Wales
1622,2404,Pallal,Gwydir,Tamworth,Hunter New England,New South Wales
1623,2404,Riverview,Gwydir,Tamworth,Hunter New England,New South Wales
1624,2404,Dinoga,Gwydir,Tamworth,Hunter New England,New South Wales
1625,2404,Upper Bingara,Gwydir,Tamworth,Hunter New England,New South Wales
1626,2405,Boomi,Moree Plains,Tamworth,Hunter New England,New South Wales
1627,2405,Garah,Moree Plains,Tamworth,Hunter New England,New South Wales
1628,2406,Weemelah,Moree Plains,Tamworth,Hunter New England,New South Wales
1629,2406,Mungindi,Moree Plains,Tamworth,Hunter New England,New South Wales
1630,2408,Yallaroi,Gwydir,Tamworth,Hunter New England,New South Wales
1631,2408,Blue Nobby,Gwydir,Tamworth,Hunter New England,New South Wales
1632,2408,North Star,Gwydir,Tamworth,Hunter New England,New South Wales
1633,2409,Boggabilla,Moree Plains,Tamworth,Hunter New England,New South Wales
1634,2409,Boonal,Moree Plains,Tamworth,Hunter New England,New South Wales
1635,2410,Twin Rivers,Inverell,Tamworth,Hunter New England,New South Wales
1636,2410,Yetman,Inverell,Tamworth,Hunter New England,New South Wales
1637,2411,Croppa Creek,Gwydir,Tamworth,Hunter New England,New South Wales
1638,2415,Weismantels,Mid-Coast,Newcastle,Hunter New England,New South Wales
1639,2415,Monkerai,Mid-Coast,Newcastle,Hunter New England,New South Wales
1640,2415,Stroud Road,Mid-Coast,Newcastle,Hunter New England,New South Wales
1641,2415,Nooroo,Mid-Coast,Newcastle,Hunter New England,New South Wales
1642,2415,Upper Karuah River,Mid-Coast,Newcastle,Hunter New England,New South Wales
1643,2420,Martins Creek,Dungog,Newcastle,Hunter New England,New South Wales
1644,2420,Chichester,Dungog,Newcastle,Hunter New England,New South Wales
1645,2420,Alison,Dungog,Newcastle,Hunter New England,New South Wales
1646,2420,Hanleys Creek,Dungog,Newcastle,Hunter New England,New South Wales
1647,2420,Tabbil Creek,Dungog,Newcastle,Hunter New England,New South Wales
1648,2420,Cambra,Dungog,Newcastle,Hunter New England,New South Wales
1649,2420,Wallaringa,Dungog,Newcastle,Hunter New England,New South Wales
1650,2420,Flat Tops,Dungog,Newcastle,Hunter New England,New South Wales
1651,2420,Marshdale,Dungog,Newcastle,Hunter New England,New South Wales
1652,2420,Hilldale,Dungog,Newcastle,Hunter New England,New South Wales
1653,2420,Munni,Dungog,Newcastle,Hunter New England,New South Wales
1654,2420,Brookfield,Dungog,Newcastle,Hunter New England,New South Wales
1655,2420,Bandon Grove,Dungog,Newcastle,Hunter New England,New South Wales
1656,2420,Fosterton,Dungog,Newcastle,Hunter New England,New South Wales
1657,2420,Wallarobba,Dungog,Newcastle,Hunter New England,New South Wales
1658,2420,Underbank,Dungog,Newcastle,Hunter New England,New South Wales
1659,2420,Dungog,Dungog,Newcastle,Hunter New England,New South Wales
1660,2420,Salisbury,Dungog,Newcastle,Hunter New England,New South Wales
1661,2420,Bendolba,Dungog,Newcastle,Hunter New England,New South Wales
1662,2420,Main Creek,Dungog,Newcastle,Hunter New England,New South Wales
1663,2420,Wirragulla,Dungog,Newcastle,Hunter New England,New South Wales
1664,2420,Sugarloaf,Dungog,Newcastle,Hunter New England,New South Wales
1665,2420,Stroud Hill,Dungog,Newcastle,Hunter New England,New South Wales
1666,2421,Tocal,Dungog,Newcastle,Hunter New England,New South Wales
1667,2421,Fishers Hill,Dungog,Newcastle,Hunter New England,New South Wales
1668,2421,Trevallyn,Dungog,Newcastle,Hunter New England,New South Wales
1669,2421,Vacy,Dungog,Newcastle,Hunter New England,New South Wales
1670,2421,Paterson,Dungog,Newcastle,Hunter New England,New South Wales
1671,2421,Torryburn,Dungog,Newcastle,Hunter New England,New South Wales
1672,2421,Summer Hill,Dungog,Newcastle,Hunter New England,New South Wales
